Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Syrian Arab Republic,SYR,1206.04,1167.04,1106.08,1211.24,1318.55,1433.18,1543.82,1635.91,1774.82,1940.58,2117.64,2209.44,2391.27,2268.48,2109.69,2151.77,2239.39,2456.55,2497.26,2900,2960,2890,2260,2430,2610,2770,2910,3210,3060,3000,2690,2860,3170,3580,3930,4220,4470,3950,3800,3450,3930,3930,3910,3870,3840,3870,3820,3810,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tajikistan,TJK,2376,2441.41,2487.13,2559.04,2622.79,2625.62,2617.28,2664.8,2686.32,2709.12,2700.1,2726.89,2762.67,2823.42,2832.83,2858.24,2899.05,2858.9,2900.8,3040,2980,2600,2400,2390,2290,2190,2140,2070,2100,2090,2110,2180,2270,2400,2600,2750,2870,3320,3560,3620,3740,3950,4080,4150,4320,4460,4540,4560,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tanzania,TZA,12499,13207.54,13795.69,12761.52,14629.04,14091.35,15473.94,16227.4,19785.88,17345.56,16156.71,17704.08,17497.47,14317.72,14591.4,14497.53,18189.89,14584.02,15917.2,19060,19140,19050,19350,19420,21510,20200,19940,22110,22670,21350,21910,24110,26370,25610,27000,25610,26610,28190,28260,30080,31460,31980,33540,34420,36120,36750,35340,36030,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Thailand,THA,59046.22,56690.95,62776.92,58706.16,64388.78,63289.66,66855.34,68453.77,65328.99,67291.53,67250.32,66294.91,71631.14,69136.42,69223.67,65569.78,65291.42,67869.38,66335.54,50880,52860,53700,53470,53530,52260,51470,52820,49690,50480,49710,50510,49020,51570,51430,52800,52950,55770,55790,57520,60400,59610,59180,57330,52580,48500,44370,51880,51420,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Timor-Leste,TLS,372.68,407.12,414.06,406.11,381.46,342.02,303.91,275.21,230.34,214.26,218.43,228.01,243.38,264.15,264.31,266.64,265.94,248.81,257.71,310,370,370,390,440,450,470,460,480,400,460,620,620,630,520,620,650,640,670,650,630,640,690,640,650,700,730,700,700,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Togo,TGO,976.87,959.99,1018.26,781.84,874.57,912.19,1091.29,917.17,989.92,1199.14,971.09,1219.37,1059.25,1073.79,970.52,1023.21,1091.61,1124.9,1189.89,1030,940,850,830,820,740,790,950,1120,980,1050,940,1070,1110,990,1420,1210,1070,1170,1230,1180,1410,1330,1450,1380,1580,1460,1450,1460,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tonga,TON,16.21,16.18,19.39,21.08,25.46,29.35,33.95,43.72,44.3,45.12,51.89,46.4,37.38,32.25,39.22,41.55,47.01,51.27,46.41,60,60,60,60,60,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Trinidad and Tobago,TTO,124.39,132.44,132.84,143.48,151.64,154.13,151.91,140.81,143.62,134.79,123.87,119.94,110.88,107.4,102.84,105.32,109.71,120.38,95.17,110,110,100,100,100,90,100,100,90,90,90,90,100,90,90,90,90,90,90,90,90,90,90,100,100,100,90,90,90,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tunisia,TUN,1573.66,1646.2,1659.16,1730.51,1784.71,1761.93,1768.21,1557.66,1271.12,1389.12,1366.27,1418.6,1486.99,1569.01,1642.33,1598.18,1735.56,1721.98,1721.86,1970,2090,2050,2180,2060,2040,2220,2130,2200,2250,2340,2340,2330,2240,2260,2330,2390,2420,2320,2360,2320,2290,2200,2200,2220,2190,2130,2120,2160,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turkey,TUR,23494.42,23419.82,23807.17,24197.29,24455.22,25019.35,25465.55,26120.31,26907.58,27526.9,28926.91,29136.09,27858.67,27762.28,24585.02,25082.14,25439.41,25385.44,25370.7,21080,19870,20270,20060,19640,19260,18870,18610,17670,17300,17160,16480,15790,15180,14750,15060,15580,15840,15840,15420,15070,16050,17640,19340,20100,20360,20200,20360,22480,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turkmenistan,TKM,2451.37,2514.45,2553.11,2623.23,2678.98,2668.24,2657.22,2699.3,2731.58,2759.96,2729.49,2754.6,2775.72,2838.33,2831.08,2811.87,2862.24,2830.1,2845.01,3610,3540,2290,2750,2920,3040,3130,2650,2840,3250,3780,3960,4530,5180,5480,5680,5910,5530,6110,5800,5870,5770,6320,6390,6420,6430,6490,6540,6460,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Tuvalu,TUV,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.47,0.5,0.53,0.49,0.6,0.56,0.67,0.77,0.76,0.68,0.69,0.94,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uganda,UGA,5734.55,5819.59,6189.51,5527.11,5858.41,6105.51,6565.48,6309.2,6517.72,6927.84,6195.32,6817.69,6575.08,6638.54,6338.57,6561.79,5617.66,5675.76,6219.95,6070,6300,6410,6590,6390,6530,6710,7080,7570,7290,7370,7510,7810,8660,8620,9400,8560,9650,13440,13410,14160,14080,14850,14850,15220,15820,16690,17140,17390,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Ukraine,UKR,41956.26,43485.16,44533.96,45900.31,47240.64,47462.88,47528.21,48487.96,49023.69,49223.32,49128.29,49745.86,50673.71,51840.28,52525.26,53031.23,54211.65,53299.32,54197.44,60060,58880,52460,49750,48100,44300,40140,35420,30080,27810,25700,23020,23130,22950,19970,18190,17290,16560,15210,13990,13670,13180,13040,13360,12730,11570,11080,10900,10510,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United Arab Emirates,ARE,162.54,161.79,177.15,163.02,134.86,86.89,106.75,126.44,126.57,139.72,145.62,155.16,167.45,179.39,191.84,208.79,223.1,237.48,249,310,330,350,380,410,430,470,500,530,570,600,640,670,710,710,810,850,900,950,1110,960,970,980,1080,1170,1210,1220,1250,1260,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United Kingdom,GBR,26433.7,27521.65,28899.22,29514.49,28645.34,28122.49,26606.51,26782.42,27095.86,26943.66,26574.51,27181.9,27553.73,27284.4,26984.27,28829.49,28614.91,28517.44,28778.94,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,27610,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,United States,USA,187591.11,188181.57,190110.37,196701.99,198670.51,193168.39,190331.66,188086.19,184795.82,190553.35,195438.94,193240.31,187570.1,188030.04,183038.91,177973.31,174414.1,175257.63,172495.7,196960,198230,200940,201320,205970,206730,206130,205310,203430,202500,199810,199060,198520,197550,197620,199250,199680,200350,201980,199350,199920,196190,194030,190920,191450,191760,198170,198780,202190,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uruguay,URY,13681.33,13993.7,14679.53,15514.61,16498.2,15466.84,15396.23,15509.02,16232.34,17965.44,18239.63,17985.09,15946.29,15166.23,15649.19,15726.09,16577.88,17138.95,16092.69,16700,17490,18420,19060,19200,19080,19350,19080,18620,18760,18340,18350,19090,19590,20150,20290,21020,20520,20990,20570,19500,19730,19150,19260,19560,19530,19630,19290,18840,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Uzbekistan,UZB,10519.99,10893.89,11197.79,11565.27,11865.55,11968.37,11999.87,12244.65,12407.25,12576.89,12482.11,12619.5,12796.69,13104.92,13172.34,13133.72,13376.11,13188.37,13337.12,13520,13250,10280,10570,10750,10800,10430,10180,10110,10250,9730,9800,9870,10000,11000,11530,12200,12790,13400,14410,15410,16160,17330,17840,18640,19360,21550,22090,22550,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Vanuatu,VUT,127.13,128.22,142.64,149.58,156.56,163.21,156.55,150.44,145.59,143.62,142.62,145.91,149.5,149.94,155.57,161.26,168.01,168.63,175.36,240,250,260,280,280,280,280,280,280,280,270,250,250,260,270,270,280,330,330,310,320,330,330,330,340,340,340,340,340,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Venezuela, RB",VEN,11587.57,11847.79,12164.29,12564.01,13153.6,13575.52,13826.83,14535.86,15157.49,15646.06,16012.35,16395.82,16508.69,16542.6,17160.97,17775.6,18568.06,18660.02,18826.39,21850,22550,22730,22320,23080,23280,23010,23320,23790,24000,24500,25300,25430,26200,26660,27540,27550,28020,28350,28430,23960,24030,28090,28280,28250,27780,26710,26640,27540,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Vietnam,VNM,44128.04,45362.93,46404.02,46207.35,43082.89,45776.01,47241.27,46770.9,46320.67,46836.31,46778.8,47005.84,46908.58,46556.24,46408.16,46149.64,45583.09,45844.61,46329.21,37030,38220,39370,40180,40660,41730,43050,43660,45010,46610,46890,45990,46480,47080,47970,48540,49560,49530,49660,49680,49540,49510,49520,49980,49830,50330,50240,50100,49690,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Virgin Islands (U.S.),VIR,2.76,2.83,2.9,2.98,3.12,3.18,3.25,3.33,3.38,3.59,3.71,3.59,3.49,3.41,3.21,2.96,2.95,2.99,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,"Yemen, Rep.",YEM,1615.82,1592.76,1515,1623.72,1664.89,1547.62,1561.27,1570.99,1577.42,1593.12,1621.01,1642.77,1664.62,1684.43,1703.4,1721.23,1746.72,1789.07,1838.43,2780,2650,2700,2760,2730,2780,2880,3000,3140,3210,3310,3470,3510,3890,3940,3980,4070,4230,4360,4460,4510,4630,4680,4750,4830,4770,4630,4600,4880,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Zambia,ZMB,9654.77,10942.85,12225.47,9693.11,12895.62,10859.43,13449.31,14427.32,21119.85,16035.58,12996.19,15652.22,15247.89,9790.7,10334.25,9746.77,16442.33,9222.13,11472.35,9720,9810,9830,9680,9500,9350,8550,8730,9640,9010,8540,8740,9630,10590,10510,11040,9930,10120,10130,9530,10520,9850,11320,11470,11210,11310,11000,10450,10710,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Zimbabwe,ZWE,5973.42,6163.76,6331.01,6154.23,6817.26,6677.41,7143.82,6709.3,6875.85,6020.22,5825.49,6443.79,6416.78,5934.58,6112.61,6380.4,7244.33,6492.63,6780.02,7140,6200,6770,5210,5370,5500,6690,6560,6980,7220,6930,7130,6370,6190,6410,6370,6050,6280,6410,6810,7280,7560,7250,7000,5890,6640,6140,6230,6430,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Africa Eastern and Southern,AFE,169710.87,176286.34,186922.38,170592.11,188412.05,180105.89,198791.46,200867.59,236453.33,219569.95,199858.15,219541,216770.67,191446.66,190758.44,189333.49,218741.03,185828.99,202551.56,232290,230460,234390,232250,235670,239750,239130,241930,256260,256520,254030,254630,269240,275420,277980,289090,283140,304130,315640,313810,325850,328760,333710,332070,332310,337680,343020,341240,343700,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Africa Western and Central,AFW,81738.03,79926.13,83160.13,67631.58,73333.88,76358.67,87868.03,78933.9,86072.42,102682.19,90649.39,101504.66,94802.66,90937.48,84889.84,86488.05,90254.46,87416.6,96356.81,91900,98710,100030,102080,104830,107100,110910,114690,120410,122220,129770,125680,128460,137560,138940,148190,149860,151300,153570,152750,162170,170390,175140,181460,184600,191240,203680,204690,208280,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Arab World,ARB,67608.81,67043.02,68402.78,64192.02,67332.78,68229.06,71746.92,70371.35,73346.42,79338.04,76689.65,80892.21,79066.81,78805.81,77244.2,76837.8,79198.61,77843.82,81433.18,83600,82030,84210,87600,90950,92410,94700,98020,100240,103570,106880,104270,107770,109550,112120,115100,114440,116920,115990,115830,114030,116860,121460,121830,122590,121580,122500,121660,122480,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Caribbean small states,CSS,2549.25,2321.7,2492.65,2717.03,2924.75,2589.18,2863.12,2713.6,2449.15,2578.29,2510.17,2636.48,2476.34,2606.55,2394.61,2495.4,2432.95,2384.96,2332.96,2180,2480,2670,2690,2660,2860,2810,2760,2650,2750,2460,2560,2320,2610,2420,2270,2020,2010,2130,2260,2290,2410,2410,2620,2720,2770,2440,2570,2480,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Central Europe and the Baltics,CEB,66922.35,68950.89,71646.42,74429.42,75910.99,75525.62,77099.18,78250.93,79234.94,78711.13,77684.76,78444.34,77796.83,79953.52,80184.31,78409.72,77823.76,76917.92,77379.95,80250,74840,69480,60870,56320,52650,51470,50610,48390,46690,44450,42640,41620,41880,41340,41100,41330,41450,40760,39560,38890,37240,36840,36740,37030,37280,36980,37150,37210,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Early-demographic dividend,EAR,908930.75,908825.4,925856.96,924186.13,943181.45,942255.65,961401.58,970010.6,973077.77,980740.79,984753.9,996569.79,1004635.24,1000910.83,1005077.49,1022355.94,1020359.08,1024983.09,1043779.9,1120620,1119430,1130210,1133200,1144520,1158460,1167390,1169500,1173700,1193910,1190680,1196660,1204200,1219680,1235360,1262120,1289230,1317220,1337980,1336960,1342970,1360560,1372220,1381690,1387160,1395130,1414280,1436320,1446930,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific,EAS,1042753.16,1045362.23,1044473.8,1042683.15,1049652.52,1053362.33,1040165.6,1011976.83,996190.22,1002839.76,976773.05,982473.19,981611.34,966800.81,966129.35,967194.66,961063.67,958417.31,970858.13,770550,775390,781200,780010,794270,820660,836930,798740,811870,847050,852580,849030,832560,789340,825080,812780,837150,832410,824010,834360,822970,868610,871310,829450,839350,837970,824890,853910,846920,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (excluding high income),EAP,876130.87,872285.34,879977.33,871800.5,872962.94,871988.57,863581.71,847736.78,829336.21,835891.5,822732.93,822482.35,829128.88,811845.62,800200.66,806475.17,810161.52,807785.49,818593.57,610410,616830,624830,625120,636450,665270,688890,651210,663460,684380,682030,670240,660400,655590,670560,678420,684390,684630,693750,700300,701260,696900,699440,696240,696850,701240,705460,713640,707780,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,East Asia & Pacific (IDA & IBRD countries),TEA,870425.46,866610.38,874000.31,865588.73,866579.7,865592.74,857051.12,841191.69,822794.63,829458.19,816206.57,816225.55,822866.32,805619.18,793955.74,800234.44,803922.58,801552.27,812689.55,605830,612440,620490,620840,632190,661170,685140,647430,659680,680500,678300,666310,656400,651570,666560,674380,680350,680600,689780,696310,697270,692880,695420,692340,693060,697710,701910,710040,704200,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Euro area,EMU,161677.82,162454.52,166755.98,170415.31,171037.28,171241.36,172848.66,175717.7,177509.09,179595.83,179391.05,181138.04,180730.25,184241.87,183768.92,184918.25,181260.25,180903.33,180807.88,223930,216820,209730,203310,200030,198060,197760,197230,195010,194420,195240,191670,190220,186360,184750,182530,180580,181500,181240,180700,178880,175940,175560,175340,176860,178520,178950,177650,175410,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia,ECS,491159.12,501781.33,515426.46,529447.9,536908.53,537756.86,540445.91,549783.2,556216.94,559762.23,558954.34,564993.08,567123.27,577697.59,576259.22,579034.93,579307.82,573608.07,577431.09,654110,634860,590520,568360,551910,525260,505550,483430,464080,450120,444670,435600,436820,431920,421100,414820,412460,412010,413420,408120,408390,401680,405100,405480,410460,411480,411690,413270,411580,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (excluding high income),ECA,250392.27,257898.25,263768.94,271192.41,278197.19,280296.86,282070.23,287314.33,291496.46,293689.31,295151.76,298411.72,301506.53,308629.05,308551.72,309448.55,314785.07,310140.32,312822.04,342630,333360,299290,286750,275230,252190,233630,212290,196510,184520,179800,174950,178380,177700,169260,165270,164840,163560,165760,161790,163730,160450,164650,165350,168780,168100,168060,170610,170840,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Europe & Central Asia (IDA & IBRD countries),TEC,274991.99,283464.01,290926.94,300099.36,307625.69,309001.65,311102.92,316718.89,320641.21,322155.96,321942.07,325563.73,327629.18,335111.7,334984.42,335601.48,340094.12,335152.25,338541.68,370720,359100,323210,308830,296970,273060,253660,232620,216010,203180,197400,191920,195090,194380,185520,181790,181680,180380,182270,177910,179900,176330,180330,180920,184410,183760,183450,186440,186990,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,European Union,EUU,225872.14,228564.94,235396.48,241538.63,243256.73,243141.85,246265.8,250162.35,252800.22,254373.4,252933.09,255233.74,253956.46,259103.56,258536.03,257550.42,252819.82,251562.26,251816.59,300160,288010,275170,262570,257060,252270,251060,249950,245930,243980,243020,238100,235410,231650,229520,227120,225260,226360,225340,223680,221500,216850,216090,215750,217510,219270,219540,218480,216400,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Fragile and conflict affected situations,FCS,229554.73,228505.37,239660.15,214953.28,230712.79,229532.12,250071.61,243016.5,263125.96,277260.87,257102.62,278796.58,271013.68,252789.76,247074.87,248436.23,266037.74,247108.53,262708.33,267830,271950,279970,281440,290350,296550,302260,308750,323560,330560,336570,333630,349030,361410,369030,384490,388860,400810,408680,410980,418040,421120,436680,444800,450310,457800,468890,471470,477260,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Heavily indebted poor countries (HIPC),HPC,213542.34,216017.62,226091.49,198368.11,219410.77,216837.28,241326.84,234985.6,268619.53,273405.53,245216.9,271589.43,261451.92,235281.14,229214.75,227657.76,255255.48,224281.69,244643.58,247880,252390,256970,258340,263340,267910,270400,276600,292410,294730,298520,294260,312890,328740,330450,348600,346000,357030,369310,372310,389080,391710,404130,414150,419830,430450,443250,444160,450790,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,High income,HIC,635348.37,646471.18,648492.7,669820.7,679776.34,676391.9,669379.93,658641.43,661117.71,670901.99,661095.58,667655.07,651208.08,656564.53,660722.78,652142.38,634436.11,635112.83,634437.59,719110,709640,701860,692000,695320,691360,683670,681490,677470,687920,691730,695540,687650,644100,664860,644560,661750,656440,639160,637310,622840,665310,662240,620250,631540,626700,616060,636740,636990,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IBRD only,IBD,1777772.69,1798638.91,1823569.86,1842273.32,1869421.64,1890889.43,1896195.87,1889545.63,1892755.37,1912331,1903440.28,1908935.67,1923282.34,1920271.55,1912564.54,1930879.43,1952088.43,1952883.49,1987119.88,1967690,1973220,1958620,1947970,1959090,1968570,1961810,1910860,1915560,1923490,1918620,1915980,1922400,1940080,1966540,1988660,1992250,2002540,2015000,2002510,2017760,2014780,2015420,2007660,2006260,2009650,2019660,2034300,2028730,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA & IBRD total,IBT,2234001.89,2255516.56,2295292.61,2280378.56,2336442.52,2350805.25,2388308.68,2379977.32,2414880.46,2439722.32,2403761.32,2440793.92,2445460.11,2411997.7,2399096.58,2424649.62,2472396.92,2443402.94,2501151.05,2470960,2480230,2471830,2466570,2486540,2507390,2506670,2464870,2489910,2510760,2510580,2504560,2533980,2576550,2610950,2660880,2673580,2712040,2745680,2740390,2775120,2785940,2806380,2813740,2824790,2844530,2878590,2898240,2906080,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA blend,IDB,90692.93,92387.43,94992.62,94703.19,98387.5,99800.83,105055.91,106663.94,110468.06,110293.72,109844.28,115452.69,115482.72,115905.46,115274.76,122427.81,124530.55,124961.31,130030.85,129020,129510,127960,129120,131500,133730,136960,140030,144350,148620,148610,149320,151990,157630,162120,166940,173250,186370,191060,192060,195560,206070,211110,216430,220810,225990,236320,238200,244250,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA only,IDX,365536.27,364490.22,376730.13,343402.05,368633.38,360114.99,387056.9,383767.75,411657.03,417097.6,390476.76,416405.57,406695.04,375820.69,371257.29,371342.38,395777.94,365558.14,384000.32,374250,377500,385250,389480,395950,405090,407900,413980,430000,438650,443350,439260,459590,478840,482290,505280,508080,523130,539620,545820,561800,565090,579850,589650,597720,608890,622610,625740,633100,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,IDA total,IDA,456229.2,456877.65,471722.75,438105.24,467020.89,459915.82,492112.81,490431.68,522125.09,527391.32,500321.04,531858.25,522177.76,491726.15,486532.05,493770.19,520308.49,490519.45,514031.17,503270,507010,513210,518600,527450,538820,544860,554010,574350,587270,591960,588580,611580,636470,644410,672220,681330,709500,730680,737880,757360,771160,790960,806080,818530,834880,858930,863940,877350,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Late-demographic dividend,LTE,1084576.85,1101497.26,1112323.53,1127896.49,1140498.68,1159938.65,1152326.21,1139833.49,1131999.61,1148939.73,1136529.21,1133442.39,1139275.46,1135807.22,1125269.11,1135860.28,1151929.25,1153062.78,1169592.22,1035300,1042720,1028410,1016480,1020490,1026120,1022010,976870,986950,986430,986800,984540,991950,999520,1017890,1026160,1019480,1012650,1018110,1016250,1030790,1016900,1013000,1004610,1006120,1010820,1009920,1011980,1001930,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean,LCN,344408.86,358929.23,364166.37,377777.67,392692.79,414547.16,418183.88,419202.58,425010.52,441893.83,443803.65,449679.4,448246.59,448219.06,452056.39,460203.29,472735.99,475964.37,485170.22,551780,558120,566580,569010,578640,582460,567140,572220,575800,578570,582670,597140,619180,642520,659500,667560,663450,666970,665560,667830,673520,669560,673130,670950,675290,678750,682850,684240,680840,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & Caribbean (excluding high income),LAC,312889.86,326426.04,330796.16,342799.56,355917.76,378588.67,381889.02,381984.97,386229.8,400805.71,401924.75,407638.63,408196.46,409111.69,412523.86,419919.13,430690.82,433091.12,443223.7,506640,511420,518620,520610,529100,532730,517310,522120,525600,528110,532220,546030,567340,589510,605440,612560,607870,611690,609400,611970,623220,619010,619050,617710,621770,626250,631250,633010,628850,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Latin America & the Caribbean (IDA & IBRD countries),TLA,333969.4,348805.53,353617.14,367466.32,382619.73,404508.71,408361.92,409451.09,415299.35,432442.63,434631.82,440130.46,438907.23,438730.66,442690.66,450806.62,463585.61,466828.82,475757.29,542610,549070,557410,560560,569630,573820,558020,563240,566910,570110,574340,589030,611030,634250,651660,660350,656020,659530,657900,659620,665490,661240,664860,662650,667090,671070,675000,676800,673320,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Least developed countries: UN classification,LDC,356014.56,355877.12,368497.14,333094.73,359531.27,349517.33,376861.79,374815.67,407202.65,408827.71,380728.59,407360.94,397883.81,362697.64,358982.6,358778.38,387466.67,352280.67,371148.52,364430,368440,376440,381470,387640,397740,399560,405070,422080,429740,434200,430920,451380,470920,475250,495510,497060,512830,528420,534250,550820,552620,566220,575010,582310,593300,606870,610590,615960,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low & middle income,LMY,2194025.53,2213243.45,2251287.73,2233013.51,2286692,2302572.94,2339330.59,2329648.44,2363204.26,2386048.39,2350786.41,2387403.29,2394885.83,2362119.21,2348738.31,2373846.05,2420428.11,2390882.48,2448797.71,2411480,2421230,2413460,2408820,2428530,2449530,2449680,2407200,2432880,2453980,2454590,2448520,2477580,2519150,2552470,2600610,2612630,2651410,2684640,2680610,2720670,2731850,2748910,2757130,2767630,2787580,2823000,2842220,2849040,,
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Low income,LIC,168354.12,168298.7,176660.88,153758.75,167769.4,166522.38,185870.36,177521.06,199776.62,209719.92,188759.68,208641.32,199991.53,183437.91,175902.92,175318.05,190432.34,171970.13,186482.95,196960,201490,206380,207680,213040,216720,221730,227550,240400,242040,245840,241100,256250,268120,272310,285390,285890,297670,308430,311760,321450,322860,334880,340300,346330,353260,364460,367000,374030,,
